gene	core	inter	rare	total_presence	truncation_assignments	gene_class	label	fill	means
group_3008	0	1	11	12	normal	Varied	12/47	Intermediate and rare	0.0630576659183163
group_8897	0	1	8	9	normal	Varied	9/47	Intermediate and rare	0.0406999361494265
group_5945	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0226641337807655
group_8963	0	0	11	11	normal	Rare	11/47	Multi-cluster rare	0.0345827411163855
group_3662*	0	1	11	12	normal	Varied	12/47	Intermediate and rare	0.0744964642696227
group_2936	0	1	9	10	normal	Varied	10/47	Intermediate and rare	0.068938325023911
group_6193	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0158379764567076
group_3362	0	0	12	12	normal	Rare	12/47	Multi-cluster rare	0.0234532614328614
group_7930	0	1	8	9	normal	Varied	9/47	Intermediate and rare	0.0534315430157134
group_7189	0	0	12	12	normal	Rare	12/47	Multi-cluster rare	0.0475387942211055
group_3656	0	0	15	15	normal	Rare	15/47	Multi-cluster rare	0.0387217326946239
group_1942	0	0	14	14	normal	Rare	14/47	Multi-cluster rare	0.0356772469444576
group_2010	0	0	12	12	normal	Rare	12/47	Multi-cluster rare	0.0479268467925912
group_7093*	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0229657841624646
group_2639*	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0232525597423354
group_9882	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0240702084914416
group_4422	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0253947088792389
group_6267	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0260068913096032
group_10856*	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.020070334670024
group_4389	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.020070334670024
group_3588*	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0407572533484093
virB6	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0221106366296494
group_1445	0	1	12	13	common variant (long)	Varied	13/47	Intermediate and rare	0.0556077944580642
group_3066*	0	0	12	12	normal	Rare	12/47	Multi-cluster rare	0.0268311507751867
group_3827	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0109683075328679
group_9229	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0119876755247129
group_8193	0	1	8	9	normal	Varied	9/47	Intermediate and rare	0.0322647927199495
group_3138	0	1	8	9	common variant (long)	Varied	9/47	Intermediate and rare	0.0375920377732219
group_9966	0	1	8	9	normal	Varied	9/47	Intermediate and rare	0.0368310027656116
group_5063	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0131594924478723
group_7931	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0211515795001127
group_9006	0	1	8	9	normal	Varied	9/47	Intermediate and rare	0.0449143518172311
group_6542	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0135326197956512
group_2358	0	1	8	9	normal	Varied	9/47	Intermediate and rare	0.0428837170649114
group_2749	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0177318254551548
group_8950	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0177318254551548
group_8949	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0177318254551548
virB9	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0177318254551548
group_6101	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0177318254551548
group_4066	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0177318254551548
group_5069	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0177318254551548
group_11645	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0177318254551548
group_3224	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0177318254551548
group_3223	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0177318254551548
group_6230	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0254436581812056
group_3253	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0219375279121874
group_5819*	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0166231479508471
group_7004	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0134538986268869
group_6471*	0	0	9	9	common variant (long)	Rare	9/47	Multi-cluster rare	0.0339807396642165
group_4768	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0133313773542853
group_5024	0	0	19	19	normal	Rare	19/47	Multi-cluster rare	0.0316498745079531
group_3836	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0122741135850879
group_4942	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0263546705738112
group_7191	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_4593	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0148010418659203
group_8731	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_1933	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
traI_2	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_1936	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_11472	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_11473	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_7200**	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_7041	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_11476	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_9734	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_4581	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_9768	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0148010418659203
group_3957	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0148010418659203
repA_2	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_3464*	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_7019	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_7020	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_3460	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_8654	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_11525	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_3944	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_7027	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_7267	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_9748	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0179756450405235
group_10812	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0301155517501806
group_4455	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0171829098575035
group_8844	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0162779863737732
group_2018	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.015665803943409
group_4060	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0388171371284953
group_3880	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0348497240701732
group_6616	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0215204210343783
group_7668	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0170553460894589
group_8733	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0253638262673379
group_8734	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0264120442966881
group_5683	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0253638262673379
group_2263	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0229864096828769
group_2575	0	0	9	9	common variant (long)	Rare	9/47	Multi-cluster rare	0.0253169634582007
group_8917	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0213127029605772
group_8042	0	2	14	16	normal	Varied	16/47	Intermediate and rare	0.106278632480577
group_1242*	0	2	13	15	normal	Varied	15/47	Intermediate and rare	0.0996218014058963
group_7592	0	0	15	15	normal	Rare	15/47	Multi-cluster rare	0.0299751955922379
group_3519	0	1	23	24	normal	Varied	24/47	Intermediate and rare	0.0431592092721882
group_3252	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.021868124331575
group_8172	0	1	23	24	normal	Varied	24/47	Intermediate and rare	0.0394025492655282
group_8193*	0	1	23	24	normal	Varied	24/47	Intermediate and rare	0.0422434583564373
group_3273	0	0	14	14	normal	Rare	14/47	Multi-cluster rare	0.0289320707136286
group_2381	0	0	8	8	common variant (long)	Rare	8/47	Multi-cluster rare	0.0227750208464914
group_2143*	0	2	20	22	normal	Varied	22/47	Intermediate and rare	0.074546837340612
group_7267*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0235398757688874
group_3010	0	2	23	25	normal	Varied	25/47	Intermediate and rare	0.0476806756248822
group_3308	0	2	22	24	normal	Varied	24/47	Intermediate and rare	0.0503424934979691
group_3385	0	1	7	8	normal	Varied	8/47	Intermediate and rare	0.0403750833716069
group_609	0	0	22	22	normal	Rare	22/47	Multi-cluster rare	0.0320090086246376
group_2048	0	0	21	21	normal	Rare	21/47	Multi-cluster rare	0.0248133153264445
group_4405	0	0	27	27	normal	Rare	27/47	Multi-cluster rare	0.0461291491879053
group_2666	0	0	20	20	normal	Rare	20/47	Multi-cluster rare	0.0394665482446692
group_6594*	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.0505989262603267
group_1526	0	0	13	13	normal	Rare	13/47	Multi-cluster rare	0.0381378639191144
group_9933	0	0	11	11	normal	Rare	11/47	Multi-cluster rare	0.0148394300426443
group_4531	0	0	15	15	normal	Rare	15/47	Multi-cluster rare	0.0418685352003696
group_2023	0	0	15	15	normal	Rare	15/47	Multi-cluster rare	0.0435352018670362
group_9963	0	0	13	13	common variant (long)	Rare	13/47	Multi-cluster rare	0.0416690984855507
group_2889	0	0	13	13	normal	Rare	13/47	Multi-cluster rare	0.0395140783054522
repE	0	0	14	14	common variant (long)	Rare	14/47	Multi-cluster rare	0.0377938345116953
group_6551	0	0	12	12	common variant (long)	Rare	12/47	Multi-cluster rare	0.044768587259979
dut_2	0	1	14	15	normal	Varied	15/47	Intermediate and rare	0.0491585285150618
ymoA*	0	1	16	17	normal	Varied	17/47	Intermediate and rare	0.038672411064007
group_2666*	0	0	11	11	normal	Rare	11/47	Multi-cluster rare	0.0281361738347439
group_6941	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0212885206721036
group_5386*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0179039117501351
group_3216*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0124074157841412
group_10005	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0183420371896788
group_10030	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0172437986767744
group_6193*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0223143477757134
catM_2	0	0	8	8	common variant (long)	Rare	8/47	Multi-cluster rare	0.0151316893909703
rdgC_2*	0	0	8	8	common variant (long)	Rare	8/47	Multi-cluster rare	0.0238371178760032
group_1862	1	3	13	17	normal	Varied	17/47	Core, intermediate and rare	0.116869029610602
group_6390	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0103799475984813
group_3664	0	0	14	14	normal	Rare	14/47	Multi-cluster rare	0.0231962236891914
group_12651	0	0	8	8	common variant (long)	Rare	8/47	Multi-cluster rare	0.0264247482136183
group_4402*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0262529203071519
group_4242	0	0	11	11	normal	Rare	11/47	Multi-cluster rare	0.0255214398785682
group_3656*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0264975538575741
group_2170	0	1	11	12	normal	Varied	12/47	Intermediate and rare	0.0916538904937631
dsbC_1	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
traC_3	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_7427	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_4695*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_8121	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
pdeG_2	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_4698	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_12441	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_8117	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_10337	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_2446	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_7436*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
cobS_1	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_7438*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11717	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11661	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_4708	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11714	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_12419	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_7444	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11711	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_2459	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11709*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
ycbX_2	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_7449	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_2463	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_12411	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_8098	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_12409	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11647	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_4722	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
yfbR_1	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11693*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_7464	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11636	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_7466	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11689*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_7468	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11632	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_8080	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_12390	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.00797462692865809
group_5734	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.00797462692865809
group_12385	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0103784730825042
group_11838	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0103784730825042
group_10414	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0103784730825042
group_12382	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0103784730825042
group_10416	0	0	8	8	common variant (long)	Rare	8/47	Multi-cluster rare	0.0103784730825042
group_10422	0	0	8	8	common variant (long)	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11823	0	0	8	8	common variant (long)	Rare	8/47	Multi-cluster rare	0.0118747446680615
group_11035	0	3	9	12	normal	Varied	12/47	Intermediate and rare	0.173924549837289
group_5683*	0	3	21	24	normal	Varied	24/47	Intermediate and rare	0.101186358152078
group_3994*	0	3	21	24	normal	Varied	24/47	Intermediate and rare	0.101024674164135
group_7955	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0220616746703932
group_6733	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0134219035171747
group_4498	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0212632346241076
group_6290	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.00835865422392377
group_6296	0	0	14	14	normal	Rare	14/47	Multi-cluster rare	0.0244591248684733
group_3613	0	0	9	9	common variant (short)	Rare	9/47	Multi-cluster rare	0.0194531215222871
group_6538	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0346658029173038
group_2193	0	1	7	8	normal	Varied	8/47	Intermediate and rare	0.0425872509974536
group_7087	0	1	7	8	normal	Varied	8/47	Intermediate and rare	0.0425872509974536
group_614	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0243179052203423
group_7138	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.0666243042639729
group_3664*	0	1	7	8	normal	Varied	8/47	Intermediate and rare	0.0572936924949106
group_9810	0	1	7	8	normal	Varied	8/47	Intermediate and rare	0.0404700397118853
group_3499	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0171250985062241
group_7403	0	1	7	8	normal	Varied	8/47	Intermediate and rare	0.0374174167740368
group_1641	0	2	10	12	normal	Varied	12/47	Intermediate and rare	0.0594763263565693
group_2686	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0369675787335471
group_7824	1	0	10	11	normal	Varied	11/47	Core and rare	0.10274168323945
group_6645	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0202721115140992
group_3019	0	0	15	15	normal	Rare	15/47	Multi-cluster rare	0.0370780541985266
group_8917*	0	0	14	14	common variant (long)	Rare	14/47	Multi-cluster rare	0.0347285903609047
group_1799	0	0	15	15	normal	Rare	15/47	Multi-cluster rare	0.0370372295404331
group_3025*	0	0	14	14	normal	Rare	14/47	Multi-cluster rare	0.0338618438190204
group_3664**	0	0	14	14	normal	Rare	14/47	Multi-cluster rare	0.0323746598456147
group_10256	0	0	14	14	normal	Rare	14/47	Multi-cluster rare	0.0351634221001563
group_4542	0	0	12	12	normal	Rare	12/47	Multi-cluster rare	0.031579980091589
group_2622	2	3	15	20	normal	Varied	20/47	Core, intermediate and rare	0.157674202511688
group_4223*	0	0	12	12	normal	Rare	12/47	Multi-cluster rare	0.0198887035784869
group_6055*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0160362623149493
group_3253*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0314692646150402
group_3252*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0314692646150402
group_1994*	0	2	9	11	normal	Varied	11/47	Intermediate and rare	0.0673444179770137
group_3461	0	1	11	12	normal	Varied	12/47	Intermediate and rare	0.0497145915868914
group_3404	0	2	10	12	normal	Varied	12/47	Intermediate and rare	0.0748518821125743
group_2011	0	0	10	10	normal	Rare	10/47	Multi-cluster rare	0.046423936614554
group_2007	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.013354552625342
group_4419*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0157433270522633
group_8249	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0224165868417512
group_9222	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0168973083219589
group_3542*	0	0	8	8	common variant (long)	Rare	8/47	Multi-cluster rare	0.0168880709296964
higA_3	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0447686979069516
virB	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.032053355676547
group_6359	0	0	9	9	common variant (long)	Rare	9/47	Multi-cluster rare	0.0331246749296844
group_4734*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0132797772298436
korB	0	0	15	15	normal	Rare	15/47	Multi-cluster rare	0.0247285666066747
group_4452	0	1	14	15	normal	Varied	15/47	Intermediate and rare	0.0398694538110851
hin_3	0	1	14	15	normal	Varied	15/47	Intermediate and rare	0.0392922532338845
group_2459*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0164306698137211
group_9334	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.019815332321543
group_8038	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0225708883599289
relE_1	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.017462275371587
group_3435	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.017462275371587
group_5802	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0169828127138626
group_9056	0	1	7	8	normal	Varied	8/47	Intermediate and rare	0.0419612533369063
group_2755*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0149685497222614
group_7978	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0419974032586273
group_3642	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0221952161894037
group_4221	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0182877707271271
group_8948	0	0	8	8	common variant (long)	Rare	8/47	Multi-cluster rare	0.0154840179227634
group_6886	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0188015146462234
group_2757	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0188015146462234
group_4069	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0188015146462234
group_2759*	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0188015146462234
group_6720	1	3	10	14	normal	Varied	14/47	Core, intermediate and rare	0.259938207813173
group_5452	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0132447469702775
group_6171	0	0	8	8	normal	Rare	8/47	Multi-cluster rare	0.0297833374871703
